,Date,Unnamed: 0,Year,Week,air force,alabama,app state,arizona,arizona state,arkansas,arkansas state,army,auburn,ball state,baylor,boise state,boston college,buffalo,byu,california,cincinnati,clemson,coastal carolina,colorado,colorado state,duke,east carolina,florida,florida atlantic,florida state,fresno state,georgia,georgia southern,georgia tech,hawai'i,houston,illinois,indiana,iowa,iowa state,james madison,kansas,kansas state,kentucky,liberty,louisiana,louisiana tech,louisville,lsu,marshall,maryland,memphis,miami,miami (oh),michigan,michigan state,minnesota,mississippi state,missouri,navy,nc state,nebraska,nevada,new mexico state,north carolina,north texas,northern illinois,northwestern,notre dame,ohio,ohio state,oklahoma,oklahoma state,ole miss,oregon,oregon state,penn state,pittsburgh,purdue,rutgers,san diego state,san josé state,smu,south alabama,south carolina,south florida,stanford,syracuse,tcu,temple,tennessee,texas,texas a&m,texas state,texas tech,toledo,troy,tulane,tulsa,uab,ucf,ucla,unlv,usc,utah,utah state,utsa,vanderbilt,virginia,virginia tech,wake forest,washington,washington state,west virginia,western michigan,wisconsin,wyoming,Total_Points
10,2017-08-24,1,2017,2,0,1524,0,0,0,0,0,0,873,0,0,22,0,0,0,2,0,1317,0,65,0,0,0,164,0,976,0,685,0,0,0,14,0,0,3,0,0,0,398,4,0,0,0,529,898,0,45,0,537,0,1051,1,0,1,0,1,0,1,0,0,0,0,0,20,141,0,1445,1253,950,0,44,0,1303,1,0,0,11,0,0,0,44,207,772,0,154,0,124,0,0,0,4,0,0,0,0,0,0,82,0,1224,96,0,0,1,0,490,0,1083,216,70,0,979,0,19825
11,2017-08-25,1,2017,2,0,1524,0,0,0,0,0,0,873,0,0,22,0,0,0,2,0,1317,0,65,0,0,0,164,0,976,0,685,0,0,0,14,0,0,3,0,0,0,398,4,0,0,0,529,898,0,45,0,537,0,1051,1,0,1,0,1,0,1,0,0,0,0,0,20,141,0,1445,1253,950,0,44,0,1303,1,0,0,11,0,0,0,44,207,772,0,154,0,124,0,0,0,4,0,0,0,0,0,0,82,0,1224,96,0,0,1,0,490,0,1083,216,70,0,979,0,19825
12,2017-08-26,1,2017,2,0,1524,0,0,0,0,0,0,873,0,0,22,0,0,0,2,0,1317,0,65,0,0,0,164,0,976,0,685,0,0,0,14,0,0,3,0,0,0,398,4,0,0,0,529,898,0,45,0,537,0,1051,1,0,1,0,1,0,1,0,0,0,0,0,20,141,0,1445,1253,950,0,44,0,1303,1,0,0,11,0,0,0,44,207,772,0,154,0,124,0,0,0,4,0,0,0,0,0,0,82,0,1224,96,0,0,1,0,490,0,1083,216,70,0,979,0,19825
13,2017-08-27,1,2017,2,0,1524,0,0,0,0,0,0,873,0,0,22,0,0,0,2,0,1317,0,65,0,0,0,164,0,976,0,685,0,0,0,14,0,0,3,0,0,0,398,4,0,0,0,529,898,0,45,0,537,0,1051,1,0,1,0,1,0,1,0,0,0,0,0,20,141,0,1445,1253,950,0,44,0,1303,1,0,0,11,0,0,0,44,207,772,0,154,0,124,0,0,0,4,0,0,0,0,0,0,82,0,1224,96,0,0,1,0,490,0,1083,216,70,0,979,0,19825
14,2017-08-28,2,2017,3,0,1522,0,0,0,0,0,0,591,0,0,3,0,0,0,2,0,1380,0,66,0,0,0,146,0,944,0,882,0,0,0,10,0,0,2,0,0,0,475,0,0,0,0,658,935,0,42,0,542,0,1107,1,0,3,0,0,0,0,0,0,0,0,0,0,31,0,1003,1447,1002,0,61,0,1299,0,0,0,16,0,0,0,72,188,364,0,352,0,159,0,0,0,2,0,0,0,0,0,0,119,0,1324,101,0,0,2,0,559,0,1124,233,63,0,993,0,19825
15,2017-08-29,2,2017,3,0,1522,0,0,0,0,0,0,591,0,0,3,0,0,0,2,0,1380,0,66,0,0,0,146,0,944,0,882,0,0,0,10,0,0,2,0,0,0,475,0,0,0,0,658,935,0,42,0,542,0,1107,1,0,3,0,0,0,0,0,0,0,0,0,0,31,0,1003,1447,1002,0,61,0,1299,0,0,0,16,0,0,0,72,188,364,0,352,0,159,0,0,0,2,0,0,0,0,0,0,119,0,1324,101,0,0,2,0,559,0,1124,233,63,0,993,0,19825
16,2017-08-30,2,2017,3,0,1522,0,0,0,0,0,0,591,0,0,3,0,0,0,2,0,1380,0,66,0,0,0,146,0,944,0,882,0,0,0,10,0,0,2,0,0,0,475,0,0,0,0,658,935,0,42,0,542,0,1107,1,0,3,0,0,0,0,0,0,0,0,0,0,31,0,1003,1447,1002,0,61,0,1299,0,0,0,16,0,0,0,72,188,364,0,352,0,159,0,0,0,2,0,0,0,0,0,0,119,0,1324,101,0,0,2,0,559,0,1124,233,63,0,993,0,19825
17,2017-08-31,2,2017,3,0,1522,0,0,0,0,0,0,591,0,0,3,0,0,0,2,0,1380,0,66,0,0,0,146,0,944,0,882,0,0,0,10,0,0,2,0,0,0,475,0,0,0,0,658,935,0,42,0,542,0,1107,1,0,3,0,0,0,0,0,0,0,0,0,0,31,0,1003,1447,1002,0,61,0,1299,0,0,0,16,0,0,0,72,188,364,0,352,0,159,0,0,0,2,0,0,0,0,0,0,119,0,1324,101,0,0,2,0,559,0,1124,233,63,0,993,0,19825
18,2017-09-01,2,2017,3,0,1522,0,0,0,0,0,0,591,0,0,3,0,0,0,2,0,1380,0,66,0,0,0,146,0,944,0,882,0,0,0,10,0,0,2,0,0,0,475,0,0,0,0,658,935,0,42,0,542,0,1107,1,0,3,0,0,0,0,0,0,0,0,0,0,31,0,1003,1447,1002,0,61,0,1299,0,0,0,16,0,0,0,72,188,364,0,352,0,159,0,0,0,2,0,0,0,0,0,0,119,0,1324,101,0,0,2,0,559,0,1124,233,63,0,993,0,19825
19,2017-09-02,2,2017,3,0,1522,0,0,0,0,0,0,591,0,0,3,0,0,0,2,0,1380,0,66,0,0,0,146,0,944,0,882,0,0,0,10,0,0,2,0,0,0,475,0,0,0,0,658,935,0,42,0,542,0,1107,1,0,3,0,0,0,0,0,0,0,0,0,0,31,0,1003,1447,1002,0,61,0,1299,0,0,0,16,0,0,0,72,188,364,0,352,0,159,0,0,0,2,0,0,0,0,0,0,119,0,1324,101,0,0,2,0,559,0,1124,233,63,0,993,0,19825
20,2017-09-03,2,2017,3,0,1522,0,0,0,0,0,0,591,0,0,3,0,0,0,2,0,1380,0,66,0,0,0,146,0,944,0,882,0,0,0,10,0,0,2,0,0,0,475,0,0,0,0,658,935,0,42,0,542,0,1107,1,0,3,0,0,0,0,0,0,0,0,0,0,31,0,1003,1447,1002,0,61,0,1299,0,0,0,16,0,0,0,72,188,364,0,352,0,159,0,0,0,2,0,0,0,0,0,0,119,0,1324,101,0,0,2,0,559,0,1124,233,63,0,993,0,19825
21,2017-09-04,3,2017,4,0,1504,0,0,0,0,0,0,596,0,0,0,0,0,0,19,0,1446,0,93,0,10,0,308,0,922,0,940,0,0,0,1,0,0,2,0,0,0,10,11,0,0,0,356,153,0,84,21,606,0,1081,1,0,532,0,0,0,0,0,0,0,0,0,0,57,0,1015,1432,1154,0,158,0,1306,0,0,0,201,0,0,0,0,272,16,0,553,0,6,0,0,0,4,0,0,0,0,0,0,0,0,1241,194,0,0,83,0,730,2,1141,419,114,0,1031,0,19825
22,2017-09-05,3,2017,4,0,1504,0,0,0,0,0,0,596,0,0,0,0,0,0,19,0,1446,0,93,0,10,0,308,0,922,0,940,0,0,0,1,0,0,2,0,0,0,10,11,0,0,0,356,153,0,84,21,606,0,1081,1,0,532,0,0,0,0,0,0,0,0,0,0,57,0,1015,1432,1154,0,158,0,1306,0,0,0,201,0,0,0,0,272,16,0,553,0,6,0,0,0,4,0,0,0,0,0,0,0,0,1241,194,0,0,83,0,730,2,1141,419,114,0,1031,0,19825
23,2017-09-06,3,2017,4,0,1504,0,0,0,0,0,0,596,0,0,0,0,0,0,19,0,1446,0,93,0,10,0,308,0,922,0,940,0,0,0,1,0,0,2,0,0,0,10,11,0,0,0,356,153,0,84,21,606,0,1081,1,0,532,0,0,0,0,0,0,0,0,0,0,57,0,1015,1432,1154,0,158,0,1306,0,0,0,201,0,0,0,0,272,16,0,553,0,6,0,0,0,4,0,0,0,0,0,0,0,0,1241,194,0,0,83,0,730,2,1141,419,114,0,1031,0,19825
24,2017-09-07,3,2017,4,0,1504,0,0,0,0,0,0,596,0,0,0,0,0,0,19,0,1446,0,93,0,10,0,308,0,922,0,940,0,0,0,1,0,0,2,0,0,0,10,11,0,0,0,356,153,0,84,21,606,0,1081,1,0,532,0,0,0,0,0,0,0,0,0,0,57,0,1015,1432,1154,0,158,0,1306,0,0,0,201,0,0,0,0,272,16,0,553,0,6,0,0,0,4,0,0,0,0,0,0,0,0,1241,194,0,0,83,0,730,2,1141,419,114,0,1031,0,19825
25,2017-09-08,3,2017,4,0,1504,0,0,0,0,0,0,596,0,0,0,0,0,0,19,0,1446,0,93,0,10,0,308,0,922,0,940,0,0,0,1,0,0,2,0,0,0,10,11,0,0,0,356,153,0,84,21,606,0,1081,1,0,532,0,0,0,0,0,0,0,0,0,0,57,0,1015,1432,1154,0,158,0,1306,0,0,0,201,0,0,0,0,272,16,0,553,0,6,0,0,0,4,0,0,0,0,0,0,0,0,1241,194,0,0,83,0,730,2,1141,419,114,0,1031,0,19825
26,2017-09-09,3,2017,4,0,1504,0,0,0,0,0,0,596,0,0,0,0,0,0,19,0,1446,0,93,0,10,0,308,0,922,0,940,0,0,0,1,0,0,2,0,0,0,10,11,0,0,0,356,153,0,84,21,606,0,1081,1,0,532,0,0,0,0,0,0,0,0,0,0,57,0,1015,1432,1154,0,158,0,1306,0,0,0,201,0,0,0,0,272,16,0,553,0,6,0,0,0,4,0,0,0,0,0,0,0,0,1241,194,0,0,83,0,730,2,1141,419,114,0,1031,0,19825
27,2017-09-10,3,2017,4,0,1504,0,0,0,0,0,0,596,0,0,0,0,0,0,19,0,1446,0,93,0,10,0,308,0,922,0,940,0,0,0,1,0,0,2,0,0,0,10,11,0,0,0,356,153,0,84,21,606,0,1081,1,0,532,0,0,0,0,0,0,0,0,0,0,57,0,1015,1432,1154,0,158,0,1306,0,0,0,201,0,0,0,0,272,16,0,553,0,6,0,0,0,4,0,0,0,0,0,0,0,0,1241,194,0,0,83,0,730,2,1141,419,114,0,1031,0,19825
28,2017-09-11,4,2017,5,0,1515,0,0,0,0,0,0,701,0,0,0,0,0,0,7,0,1458,0,5,0,79,0,342,0,35,0,1136,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,502,92,0,0,26,693,0,1088,0,3,148,0,0,87,0,0,0,0,0,0,0,246,0,1016,1397,665,0,3,0,1304,0,0,0,365,0,0,0,0,406,8,0,1028,0,1,0,0,0,40,0,0,0,0,0,4,0,0,1247,356,0,0,0,0,828,1,1188,551,212,0,1023,0,19825
29,2017-09-12,4,2017,5,0,1515,0,0,0,0,0,0,701,0,0,0,0,0,0,7,0,1458,0,5,0,79,0,342,0,35,0,1136,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,502,92,0,0,26,693,0,1088,0,3,148,0,0,87,0,0,0,0,0,0,0,246,0,1016,1397,665,0,3,0,1304,0,0,0,365,0,0,0,0,406,8,0,1028,0,1,0,0,0,40,0,0,0,0,0,4,0,0,1247,356,0,0,0,0,828,1,1188,551,212,0,1023,0,19825
30,2017-09-13,4,2017,5,0,1515,0,0,0,0,0,0,701,0,0,0,0,0,0,7,0,1458,0,5,0,79,0,342,0,35,0,1136,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,502,92,0,0,26,693,0,1088,0,3,148,0,0,87,0,0,0,0,0,0,0,246,0,1016,1397,665,0,3,0,1304,0,0,0,365,0,0,0,0,406,8,0,1028,0,1,0,0,0,40,0,0,0,0,0,4,0,0,1247,356,0,0,0,0,828,1,1188,551,212,0,1023,0,19825
31,2017-09-14,4,2017,5,0,1515,0,0,0,0,0,0,701,0,0,0,0,0,0,7,0,1458,0,5,0,79,0,342,0,35,0,1136,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,502,92,0,0,26,693,0,1088,0,3,148,0,0,87,0,0,0,0,0,0,0,246,0,1016,1397,665,0,3,0,1304,0,0,0,365,0,0,0,0,406,8,0,1028,0,1,0,0,0,40,0,0,0,0,0,4,0,0,1247,356,0,0,0,0,828,1,1188,551,212,0,1023,0,19825
32,2017-09-15,4,2017,5,0,1515,0,0,0,0,0,0,701,0,0,0,0,0,0,7,0,1458,0,5,0,79,0,342,0,35,0,1136,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,502,92,0,0,26,693,0,1088,0,3,148,0,0,87,0,0,0,0,0,0,0,246,0,1016,1397,665,0,3,0,1304,0,0,0,365,0,0,0,0,406,8,0,1028,0,1,0,0,0,40,0,0,0,0,0,4,0,0,1247,356,0,0,0,0,828,1,1188,551,212,0,1023,0,19825
33,2017-09-16,4,2017,5,0,1515,0,0,0,0,0,0,701,0,0,0,0,0,0,7,0,1458,0,5,0,79,0,342,0,35,0,1136,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,502,92,0,0,26,693,0,1088,0,3,148,0,0,87,0,0,0,0,0,0,0,246,0,1016,1397,665,0,3,0,1304,0,0,0,365,0,0,0,0,406,8,0,1028,0,1,0,0,0,40,0,0,0,0,0,4,0,0,1247,356,0,0,0,0,828,1,1188,551,212,0,1023,0,19825
34,2017-09-17,4,2017,5,0,1515,0,0,0,0,0,0,701,0,0,0,0,0,0,7,0,1458,0,5,0,79,0,342,0,35,0,1136,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,502,92,0,0,26,693,0,1088,0,3,148,0,0,87,0,0,0,0,0,0,0,246,0,1016,1397,665,0,3,0,1304,0,0,0,365,0,0,0,0,406,8,0,1028,0,1,0,0,0,40,0,0,0,0,0,4,0,0,1247,356,0,0,0,0,828,1,1188,551,212,0,1023,0,19825
35,2017-09-18,5,2017,6,0,1506,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,349,0,15,0,1237,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,507,0,0,1,2,782,0,1115,0,0,0,0,7,149,0,0,0,0,0,0,0,349,0,1016,1392,664,0,19,0,1325,0,0,0,373,0,0,0,0,440,8,0,1079,0,0,0,2,0,10,0,1,0,0,0,120,0,0,713,358,0,0,0,0,549,0,1218,980,221,0,1028,0,19825
36,2017-09-19,5,2017,6,0,1506,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,349,0,15,0,1237,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,507,0,0,1,2,782,0,1115,0,0,0,0,7,149,0,0,0,0,0,0,0,349,0,1016,1392,664,0,19,0,1325,0,0,0,373,0,0,0,0,440,8,0,1079,0,0,0,2,0,10,0,1,0,0,0,120,0,0,713,358,0,0,0,0,549,0,1218,980,221,0,1028,0,19825
37,2017-09-20,5,2017,6,0,1506,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,349,0,15,0,1237,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,507,0,0,1,2,782,0,1115,0,0,0,0,7,149,0,0,0,0,0,0,0,349,0,1016,1392,664,0,19,0,1325,0,0,0,373,0,0,0,0,440,8,0,1079,0,0,0,2,0,10,0,1,0,0,0,120,0,0,713,358,0,0,0,0,549,0,1218,980,221,0,1028,0,19825
38,2017-09-21,5,2017,6,0,1506,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,349,0,15,0,1237,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,507,0,0,1,2,782,0,1115,0,0,0,0,7,149,0,0,0,0,0,0,0,349,0,1016,1392,664,0,19,0,1325,0,0,0,373,0,0,0,0,440,8,0,1079,0,0,0,2,0,10,0,1,0,0,0,120,0,0,713,358,0,0,0,0,549,0,1218,980,221,0,1028,0,19825
39,2017-09-22,5,2017,6,0,1506,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,349,0,15,0,1237,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,507,0,0,1,2,782,0,1115,0,0,0,0,7,149,0,0,0,0,0,0,0,349,0,1016,1392,664,0,19,0,1325,0,0,0,373,0,0,0,0,440,8,0,1079,0,0,0,2,0,10,0,1,0,0,0,120,0,0,713,358,0,0,0,0,549,0,1218,980,221,0,1028,0,19825
40,2017-09-23,5,2017,6,0,1506,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,349,0,15,0,1237,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,507,0,0,1,2,782,0,1115,0,0,0,0,7,149,0,0,0,0,0,0,0,349,0,1016,1392,664,0,19,0,1325,0,0,0,373,0,0,0,0,440,8,0,1079,0,0,0,2,0,10,0,1,0,0,0,120,0,0,713,358,0,0,0,0,549,0,1218,980,221,0,1028,0,19825
41,2017-09-24,5,2017,6,0,1506,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,349,0,15,0,1237,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,507,0,0,1,2,782,0,1115,0,0,0,0,7,149,0,0,0,0,0,0,0,349,0,1016,1392,664,0,19,0,1325,0,0,0,373,0,0,0,0,440,8,0,1079,0,0,0,2,0,10,0,1,0,0,0,120,0,0,713,358,0,0,0,0,549,0,1218,980,221,0,1028,0,19825
42,2017-09-25,6,2017,7,0,1507,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,1481,0,0,0,0,0,9,0,0,0,1327,0,39,0,0,0,0,0,5,0,0,0,6,0,0,0,25,9,0,0,2,908,0,524,416,0,0,0,74,421,0,0,0,0,0,0,0,583,0,1051,851,712,0,0,0,1370,0,0,0,465,0,0,0,0,482,109,0,1192,0,0,0,4,0,105,0,0,0,0,0,274,0,0,795,17,0,0,0,0,617,0,1284,1094,26,0,1127,0,19825
43,2017-09-26,6,2017,7,0,1507,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,1481,0,0,0,0,0,9,0,0,0,1327,0,39,0,0,0,0,0,5,0,0,0,6,0,0,0,25,9,0,0,2,908,0,524,416,0,0,0,74,421,0,0,0,0,0,0,0,583,0,1051,851,712,0,0,0,1370,0,0,0,465,0,0,0,0,482,109,0,1192,0,0,0,4,0,105,0,0,0,0,0,274,0,0,795,17,0,0,0,0,617,0,1284,1094,26,0,1127,0,19825
44,2017-09-27,6,2017,7,0,1507,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,1481,0,0,0,0,0,9,0,0,0,1327,0,39,0,0,0,0,0,5,0,0,0,6,0,0,0,25,9,0,0,2,908,0,524,416,0,0,0,74,421,0,0,0,0,0,0,0,583,0,1051,851,712,0,0,0,1370,0,0,0,465,0,0,0,0,482,109,0,1192,0,0,0,4,0,105,0,0,0,0,0,274,0,0,795,17,0,0,0,0,617,0,1284,1094,26,0,1127,0,19825
45,2017-09-28,6,2017,7,0,1507,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,1481,0,0,0,0,0,9,0,0,0,1327,0,39,0,0,0,0,0,5,0,0,0,6,0,0,0,25,9,0,0,2,908,0,524,416,0,0,0,74,421,0,0,0,0,0,0,0,583,0,1051,851,712,0,0,0,1370,0,0,0,465,0,0,0,0,482,109,0,1192,0,0,0,4,0,105,0,0,0,0,0,274,0,0,795,17,0,0,0,0,617,0,1284,1094,26,0,1127,0,19825
46,2017-09-29,6,2017,7,0,1507,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,1481,0,0,0,0,0,9,0,0,0,1327,0,39,0,0,0,0,0,5,0,0,0,6,0,0,0,25,9,0,0,2,908,0,524,416,0,0,0,74,421,0,0,0,0,0,0,0,583,0,1051,851,712,0,0,0,1370,0,0,0,465,0,0,0,0,482,109,0,1192,0,0,0,4,0,105,0,0,0,0,0,274,0,0,795,17,0,0,0,0,617,0,1284,1094,26,0,1127,0,19825
47,2017-09-30,6,2017,7,0,1507,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,1481,0,0,0,0,0,9,0,0,0,1327,0,39,0,0,0,0,0,5,0,0,0,6,0,0,0,25,9,0,0,2,908,0,524,416,0,0,0,74,421,0,0,0,0,0,0,0,583,0,1051,851,712,0,0,0,1370,0,0,0,465,0,0,0,0,482,109,0,1192,0,0,0,4,0,105,0,0,0,0,0,274,0,0,795,17,0,0,0,0,617,0,1284,1094,26,0,1127,0,19825
48,2017-10-01,6,2017,7,0,1507,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,1481,0,0,0,0,0,9,0,0,0,1327,0,39,0,0,0,0,0,5,0,0,0,6,0,0,0,25,9,0,0,2,908,0,524,416,0,0,0,74,421,0,0,0,0,0,0,0,583,0,1051,851,712,0,0,0,1370,0,0,0,465,0,0,0,0,482,109,0,1192,0,0,0,4,0,105,0,0,0,0,0,274,0,0,795,17,0,0,0,0,617,0,1284,1094,26,0,1127,0,19825
49,2017-10-02,7,2017,8,0,1525,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,1117,0,0,0,0,0,0,0,1,0,1417,0,1,0,0,0,0,2,16,0,0,0,8,0,0,0,0,108,1,0,62,1109,0,558,563,0,3,0,2,573,0,0,0,0,0,0,0,798,0,1184,1066,900,0,0,0,1432,0,0,0,56,0,0,0,2,573,274,0,1322,0,0,0,46,0,2,0,0,0,0,0,387,0,0,886,4,0,0,0,10,727,0,811,578,157,0,1241,0,19825
